Tn,Th,Tc,Tr,Dn,D,M,M0,C,N,mu1,mu2,H,Ig,Gb
14913.620811448756,4635.773150609483,2584.5034183783414,2389.1384326478046,305.0449671712755,602.1402198976394,11797.958247800441,21003.912713036,91530.64936176606,45765.32468088303,163.28203201175,1298.739601830111,8981.057268916667,8.573658744000001,19037.039520270002
11429.396641219222,6041.089213042844,5385.33600993049,3364.597482018302,103.28643461671494,512.9947044587673,8622.655476759797,16445.127298453346,97064.42225787046,48532.21112893523,175.52003926406667,1324.9018786757335,8527.861577533333,10.5677077814,22274.518884322937
9238.125784796928,1386.4245859793955,1113.864264068669,2791.0255431876203,0.18877560960400178,186.35410457395497,6797.243405920111,32146.099428408288,90028.9961585344,45014.4980792672,198.66363174814282,1290.613962717857,9512.197906142857,0.8286997429999998,25145.441463434287
13877.877977421542,2491.0452273939686,3217.195647242452,2278.338056810124,141.95731434842764,621.5365419569184,12931.023775167067,15761.235506304081,96955.58544166194,48477.79272083097,114.10007942135293,336.8858625278823,5178.201582529413,1.2702688209411765,8173.415224838764
10261.828307450434,3784.424092681873,1685.327950074181,2639.3547921297386,80.19888667581938,190.8381619378553,11602.523814462042,28197.992976021756,80583.52593153539,40291.762965767695,120.58243418113891,715.5057011209999,7784.776713777776,5.7891999262222225,26259.619112210556
